tau,nc,corr_id,ReW,ImW,AbsW
4,81,0,0.1241232569724772,0.0003645248798899133,0.12412379223921444
4,82,0,0.1243792318272978,9.466850479494685e-05,0.1243792678547132
4,83,0,0.1242772104995706,0.0001407409495547821,0.12427729019241393
4,84,0,0.1240400180787514,-0.000122810651319626,0.12404007887547093
4,85,0,0.1239635289242492,5.874273461826307e-05,0.12396354284249074
4,86,0,0.123592932437151,-4.16452813144191e-05,0.12359293945344786
4,87,0,0.12353513479946,-8.690845100930513e-05,0.12353516537002576
4,88,0,0.1236081968393651,-0.0001070924861346826,0.12360824323110418
4,89,0,0.123409906885591,7.584680503015562e-05,0.12340993019302812
4,90,0,0.1235728587035114,-0.000246505484432833,0.12357310457017678
4,91,0,0.123916947402116,-9.706931258116228e-06,0.1239169477823082
4,92,0,0.123617670260003,-6.666954739027374e-05,0.12361768823812949
4,93,0,0.1242119330876147,0.0001396818132677553,0.12421201162677879
4,94,0,0.1235810408667468,9.050379642510892e-05,0.12358107400668482
4,95,0,0.1249653419442709,0.0001178262946069854,0.12496539749180272
4,96,0,0.1245472562513604,0.0003935277332274751,0.12454787795791164
4,97,0,0.1240364770916935,-0.0002244574737713623,0.12403668018161297
